HR,Name,DM,HD,SAO,FK5,IRFlag,r_IRFloag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs1900,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B ,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
7904,,BD+29 412,196852,70323,,,,,,,,20,34,52.5,+,29,59,2,20,38,59.5,+,30,20,4,72.12,-6.72,5.68,,,1.09,,0.99,,,,K2III,,-0.032,-0.058,,0.013,13,,,,,,,,,
8061,,CP-73 219,200525,257890,,,,W,,,,20,58,54.1,-,73,33,52,21,9,22.3,-,73,10,23,320.01,-35.61,5.68,,,0.59,,0.10,,,,F8-G0V,,0.432,-0.331,,0.048,-11,,,,,0.0,0.1,AB,3,*
8070,Del Mic,CD-301838,200718,212709,3683,,,,,,,20,59,58.9,-,30,31,20,21,6,1.2,-,30,7,30,15.35,-40.95,5.68,,,1.03,,,,,,K0/1III,,0.041,-0.068,,,22,V?,,,,,,,,
8166,,BD+31 442,203358,71230,,,,,14889,,,21,16,36.8,+,32,1,45,21,20,50.1,+,32,27,10,79.60,-12.18,5.68,,,1.08,,0.93,,,,G8IV,,0.053,-0.033,D,0.018,-29,V?,,,,0.4,2.1,AB,3,*
8198,,BD+25 453,203925,89685,,,,,,,,21,20,7.5,+,25,44,39,21,24,34.0,+,26,10,28,75.46,-17.08,5.68,,,0.31,,0.07,,,,A8III,,0.048,0.002,,0.013,-3,SB,,53,,,,,,*
8358,,BD+18 487,208108,107474,,,,,,,,21,48,55.0,+,19,11,48,21,53,37.4,+,19,40,6,75.51,-26.41,5.68,,,0.01,,0.01,,,,A0V s,,0.013,0.013,,,6,,=<,41,,,,,,
8599,,BD+75  83,214035,10414,1594,,,,,,,22,30,30.9,+,75,42,40,22,32,16.2,+,76,13,35,114.82,15.60,5.68,,,0.05,,0.08,,,,A2V,,-0.021,-0.011,,,-22,SB,,100,,,,,,
8749,,CD-511344,217403,247683,,,,,,,,22,55,14.9,-,51,29,12,23,1,7.5,-,50,57,0,336.68,-58.33,5.68,,,1.42,,1.08,,0.54,E,K3III,,0.078,-0.006,,,8,,,,,,,,,
8919,,CP-63 489,221006,255497,3880,,,,,,CG Tuc,23,23,13.7,-,63,39,40,23,29,1.0,-,63,6,39,317.77,-51.58,5.68,,,-0.17,,,,,,ApSi,v,0.037,-0.017,,,15,,,69,,,,,,*
8954,16    Psc,BD+01 474,221950,128281,3895,,,D,,,,23,31,17.1,+,1,32,50,23,36,23.3,+,2,6,8,88.23,-55.63,5.68,,,0.44,,-0.08,,,,F6Vb vw,,-0.103,0.061,,,39,SB2O,=<,10,,0.1,0.0,,,*
120,,CD-48  10,2726,215119,,,,,,,,0,25,35.8,-,48,45,55,0,30,26.1,-,48,12,54,312.52,-68.52,5.69,,,0.35,,0.05,,,,F2V,,0.129,-0.088,,,2,,,,,,,,,
462,Tau Scl,CD-30  54,9906,193201,,,,W,,,,1,31,31.2,-,30,25,10,1,36,8.4,-,29,54,27,231.37,-79.80,5.69,,,0.33,,,,,,F2V,,0.100,0.040,D,0.025,5,,,63,,1.1,0.9,,,*
525,,CP-85   1,11025,258273,916,,,,,,,1,43,8.3,-,85,16,29,1,37,28.0,-,84,46,11,301.70,-32.25,5.69,,,0.94,,0.66,,,,G8III,,0.034,0.021,,,18,,,,,,,,,
568,3    Per,BD+48  57,11949,37665,,,,,,,,1,52,12.0,+,48,42,56,1,58,33.6,+,49,12,15,134.06,-12.21,5.69,,,1.01,,,,,,K0IV,,0.010,0.038,,,0,,,,,,,,,
678,Pi 2Hyi,CP-68  12,14287,248521,,,,,,,,2,13,23.4,-,68,12,35,2,15,28.5,-,67,44,47,291.35,-47.45,5.69,,,1.30,,1.48,,,,K2III,,0.035,-0.016,,,17,,,,,,,,,
793,34Mu  Ari,BD+19  40,16811,93062,,,,,2062,,,2,36,43.5,+,19,35,8,2,42,22.0,+,20,0,42,155.53,-35.74,5.69,R,,-0.02,,-0.03,,,,A0Vnp:,,0.029,-0.043,,,-7,V,,195,,0.8,0.1,O,4,*
1007,97Kap2Cet,BD+03  46,20791,111142,,,,,,,,3,15,52.8,+,3,18,56,3,21,6.8,+,3,40,32,178.32,-42.54,5.69,,,0.97,,0.76,,,,G8.5III,,0.051,-0.026,,,11,V,,,,,,,,
1126,13    Tau,BD+19  57,23016,93557,2263,,,,,,,3,36,32.8,+,19,22,48,3,42,18.9,+,19,42,1,169.00,-27.51,5.69,,,-0.01,,-0.27,,,,B9Vne,,0.001,-0.014,,,-10,SB,,350,,,,,,*
1426,Del Men,CP-80  11,28525,258372,166,,,,,,1591,4,24,44.0,-,80,26,54,4,17,59.1,-,80,12,50,293.80,-32.90,5.69,,,0.84,,0.53,,,,K2-3III+A,,0.018,0.061,,,-20,SB,,,,,,,,
1858,120    Tau,BD+18  87,36576,94649,,,,,,,V960 Tau,5,27,39.9,+,18,28,8,5,33,31.6,+,18,32,25,187.39,-7.84,5.69,,,0.01,,-0.76,,,,B2IV-Ve,,-0.002,0.000,,,41,V,,271,,,,,,*
2269,,BD+14 124,44033,95543,,I,,,,,2917,6,14,22.0,+,14,41,36,6,20,4.2,+,14,39,4,196.36,-0.12,5.69,,,1.61,,1.87,,,,K3Ib,,-0.003,-0.014,,,36,,,,,,,,,*
2397,,CD-31 340,46547,196919,,,,W,,,Var,6,28,54.4,-,31,57,22,6,32,39.0,-,32,1,50,240.46,-17.68,5.69,,,-0.17,,-0.79,,,,B2IVe,,-0.001,-0.002,,,20,V,,120,,3.0,24.7,,,*
2419,51    Aur,BD+39 169,47070,59316,250,I,,,,,,6,31,43.7,+,39,28,45,6,38,39.5,+,39,23,27,175.79,14.54,5.69,,,1.35,,1.56,,,,K5III,,-0.023,-0.109,,,33,,,,,,,,,*
2704,,CD-25 412,54912,173101,,,,W,,,Var?,7,5,35.7,-,25,4,9,7,9,42.9,-,25,13,52,237.50,-7.48,5.69,,,-0.16,,-0.77,,,,B2.5IV,,-0.012,0.006,,,27,SB,,,,6.9,9.2,,,*
2735,Gam1Vol,CP-70  60,55864,256373,,,,W,,B,,7,9,33.4,-,70,20,4,7,8,42.2,-,70,29,50,281.55,-24.05,5.69,,,0.40,,0.04,,,,F2V,,0.007,0.101,,0.016,-3,SB,,,,1.9,13.6,,,*
3073,10    Pup,BD-14 225,64238,153520,,,,,,,,7,47,42.7,-,14,35,21,7,52,18.9,-,14,50,47,233.16,6.26,5.69,,,0.37,,0.21,?,,,F1Ia,,-0.011,-0.002,,,17,V,,,,,,,,
3386,,CP-52 151,72737,236062,,,,W,,,,8,29,18.3,-,52,52,19,8,32,4.8,-,53,12,44,269.75,-7.97,5.69,,,0.58,,,,,,K0III+A3,,-0.021,0.007,,,19,,,,,1.0,0.8,,,*
3393,,CP-80  25,72922,258496,2664,,,,,,,8,30,15.6,-,80,35,11,8,24,19.8,-,80,54,51,293.85,-23.26,5.69,,,1.02,,0.74,,,,G8III,,-0.149,0.216,,,27,V?,,,,,,,,
3826,8    Leo,BD+17 210,83189,98673,2766,I,,D,,,,9,31,31.5,+,16,53,10,9,37,2.6,+,16,26,16,215.91,43.91,5.69,,,1.25,,,,,,gK1,,-0.014,-0.006,,,6,,,,,,,,,*
3838,,BD+69  53,83489,14966,363,,,,,,,9,33,41.5,+,69,41,34,9,42,14.8,+,69,14,15,142.76,39.82,5.69,,,1.14,,,,,,gG9,,-0.067,-0.070,,,-9,V?,,,,,,,,
4756,20    Com,BD+21 242,108765,82336,466,,,,,,,12,24,41.8,+,21,27,0,12,29,43.2,+,20,53,46,263.27,82.04,5.69,,,0.07,,0.09,,,,A3V,,0.024,-0.032,,,-5,SB2,,,,,,,,
5037,,BD+02 266,116160,119899,3067,,,,,,,13,16,36.5,+,2,36,46,13,21,41.6,+,2,5,14,320.35,63.93,5.69,,,0.06,,0.03,,,,A2V,,-0.061,-0.053,,,-7,V,,200,,,,,,
5060,,CD-40 789,116835,224148,,,,,,,,13,21,6.8,-,40,58,40,13,26,56.1,-,41,29,53,310.04,20.88,5.69,,,1.47,,,,,,K3III,,-0.004,-0.019,,,-24,,,,,,,,,
5097,,CD-281012,117716,181737,3080,,,,,,,13,27,1.6,-,28,10,39,13,32,35.9,-,28,41,34,313.74,33.31,5.69,,,0.04,,,,,,A1Vn,,-0.095,-0.022,,,-22,,,,,,,,,
5501,108    Vir,BD+01 297,129956,120642,,,,,,,,14,40,24.5,+,1,8,22,14,45,30.2,+,0,43,2,353.72,51.97,5.69,,,-0.03,,-0.07,,,,B9.5V,,-0.038,-0.007,,,-20,V?,,76,,,,,,
5538,39    Boo,BD+49 232,131041,45231,,,,,9406,,,14,46,17.3,+,49,7,54,14,49,41.3,+,48,43,14,84.29,58.58,5.69,,,0.47,,,,,,F6V+F5V,,-0.076,0.096,,0.009,-32,SB2O,,,,0.5,2.9,,,*
5647,Kap2Lup,CD-48 970,134482,225526,,,,W,,,,15,5,0.4,-,48,21,49,15,11,57.6,-,48,44,37,325.46,7.88,5.69,,,0.14,,0.09,,,,A3IV,,-0.103,-0.040,,,0,,,186,,1.9,26.6,,,*
6065,16    Her,BD+19 307,146388,102040,,,,,,,,16,11,2.7,+,19,3,38,16,15,28.7,+,18,48,30,34.13,42.62,5.69,,,1.12,,1.01,,,,K3III,,-0.064,-0.077,,0.010,-18,V,,,,,,,,
6114,,CP-58 680,147977,243836,3297,,,,,,,16,19,48.9,-,58,22,20,16,28,15.2,-,58,35,59,328.12,-6.78,5.69,,,0.00,,,,,,B9II-III,,-0.021,-0.038,,,2,,,,,,,,,
6542,,BD+16 321,159353,102917,3394,,,,,,,17,29,10.9,+,16,23,18,17,33,39.4,+,16,19,3,39.51,24.36,5.69,,,1.01,,0.82,,0.49,,gK0,,-0.001,-0.051,,0.030,-22,,,,,,,,,
6638,,BD+20 357,162076,85429,1465,,,,,,,17,44,7.3,+,20,35,55,17,48,24.8,+,20,33,56,45.25,22.73,5.69,,,0.94,,0.71,,0.47,,G5IV,,0.026,0.008,,,-26,,,,,,,,,
6797,,BD+03 361,166285,123198,,,,,11113,,,18,4,53.8,+,3,6,26,18,9,54.0,+,3,7,11,30.97,10.66,5.69,,,0.47,,-0.01,,,,F5V,,0.022,-0.192,,0.041,-14,SB2,=<,10,,5.2,103.5,AC,3,
7114,33    Sgr,BD-21 517,174947,187422,,I,,,,,,18,48,1.5,-,21,28,56,18,54,0.1,-,21,21,35,14.00,-10.10,5.69,,,1.23,,1.05,?,0.65,?,K1Ib,,0.008,-0.015,,,-7,V,,,,,,,,
7148,,BD+17 377,175743,104272,,,,,,,,18,51,41.4,+,17,58,48,18,56,6.2,+,18,6,19,49.65,7.15,5.69,,,1.09,,1.06,,,,K1III,,-0.041,-0.162,,0.004,44,SB,,,,,,,,*
7202,,BD+26 342,176871,86707,3518,,,,,,,18,57,13.6,+,26,8,57,19,1,17.4,+,26,17,29,57.62,9.65,5.69,,,-0.08,,-0.54,,,,B5V,,0.000,-0.011,,0.009,-14,V,,296,,,,,,
7367,,BD-14 542,182477,162595,3552,I,,,,,,19,19,42.6,-,14,5,42,19,25,21.6,-,13,53,49,24.14,-13.70,5.69,,,1.43,,1.35,,,,K3III,,0.057,0.066,,,-34,V?,,,,,,,,
7370,,CP-54 937,182509,246110,1504,,,W,,,,19,19,46.2,-,54,31,29,19,27,48.1,-,54,19,31,343.15,-26.90,5.69,,,1.40,,1.68,,,,K4III,,-0.006,0.009,,,-5,,,,,2.7,72.9,AB,4,*
7567,,BD+40 390,187879,48892,3584,,,,,,V380 Cyg,19,47,11.3,+,40,20,43,19,50,37.3,+,40,35,59,75.22,7.13,5.69,,,-0.04,,-0.77,,,,B1III+B3V,,0.001,-0.004,,,-4,SBO,,79,,,,,,*
7805,,BD+63 161,194298,18826,,I,,,13769,,,20,19,46.3,+,63,39,34,20,21,11.4,+,63,58,49,98.10,15.11,5.69,,,1.56,,,,,,K5III,,-0.004,0.023,,,30,V?,,,,6.9,4.3,,,*
7828,43    Cyg,BD+48 312,195068,49643,,,,,,,,20,23,58.9,+,49,3,6,20,27,2.3,+,49,23,0,86.14,6.40,5.69,,,0.26,,0.04,,,,dF0,,0.071,0.060,,0.012,-20,V?,,,,,,,,*
8185,,BD+48 335,203644,50761,,,,,,,,21,18,31.9,+,48,57,37,21,22,0.4,+,49,23,20,91.90,-0.44,5.69,,,1.10,,1.02,,,,K0III,,0.034,0.067,,0.011,-2,SB,,,,,,,,
8245,37    Cap,BD-20 623,205289,190461,,,,,,,,21,29,14.1,-,20,31,48,21,34,51.0,-,20,5,4,30.88,-44.70,5.69,,,0.40,,-0.02,,,,F1V,,-0.037,0.031,,,6,V?,,,,,,,,
8300,77    Cyg,BD+40 461,206644,51207,,,,W,,,,21,38,21.4,+,40,37,13,21,42,22.9,+,41,4,38,88.84,-8.96,5.69,,,0.01,,-0.01,,,,A0V,,0.021,0.003,,0.003,-25,SB2O,,45,,0.2,0.1,,,*
6,,CD-491433,142,214963,,,,W,,,,0,1,8.4,-,49,37,51,0,6,19.0,-,49,4,30,321.61,-66.38,5.70,,,0.52,,0.05,,,,G1IV,,0.565,-0.038,,0.050,3,SB,,,,5.7,5.4,,,*
183,Xi  Phe,CP-57  14,3980,232152,,,,W,,,Xi  Phe,0,37,12.9,-,57,3,5,0,41,46.4,-,56,30,6,305.65,-60.57,5.70,,,0.20,,,,,,ApSrEuCr,,0.085,0.044,,,10,,,,,4.4,13.2,,,*
218,,BD-18  12,4585,147451,,I,,,,,,0,42,44.3,-,18,36,30,0,47,43.3,-,18,3,41,117.34,-80.89,5.70,,,1.30,,1.46,,,,K3III,,0.043,0.031,,,2,V,,,,,,,,
257,,CP-63   8,5276,248276,2057,,,,,,BQ Tuc,0,49,28.3,-,63,24,52,0,53,37.9,-,62,52,17,302.51,-54.25,5.70,,,1.56,,1.77,,,,M4III,,0.073,0.004,,,-10,,,,,,,,,*
368,38    Cet,BD-01  16,7476,129196,2084,,,W,,,,1,9,42.8,-,1,30,32,1,14,49.2,-,0,58,26,136.01,-63.25,5.70,,,0.42,,-0.02,,,,F5V,,-0.012,0.201,,0.028,26,V,=<,10,,6.3,114.1,AB,3,*
439,,BD+57  32,9352,22389,,I,,S,,,,1,26,56.0,+,57,48,48,1,33,25.8,+,58,19,39,128.44,-4.09,5.70,,,1.52,,1.15,,,,K0Ib+B9V,,0.011,0.002,,,-1,,=<,50,,,,,,*
631,15    Ari,BD+18  27,13325,92822,1056,I,,,,,738,2,5,4.9,+,19,1,43,2,10,37.6,+,19,30,1,147.40,-39.58,5.70,,,1.65,,1.91,,,,M3IIIab,,0.088,-0.028,,,60,V,,,,,,,,
1109,,CP-78  10,22676,255998,,,,,,,,3,33,37.2,-,78,41,12,3,29,58.8,-,78,21,7,293.79,-35.80,5.70,,,0.93,,0.65,,,,G8III,,-0.017,-0.028,,,10,SB,,,,,,,,
1293,,BD-09  83,26464,131005,,,,,,,,4,5,58.7,-,9,4,50,4,10,47.7,-,8,49,11,201.40,-39.58,5.70,,,1.06,,0.93,,,,gG9,,0.038,0.009,,,30,,,,,,,,,
1305,,BD+61  68,26670,13075,,,,,,,,4,8,4.5,+,61,35,56,4,16,53.6,+,61,51,1,144.78,8.04,5.70,,,-0.14,,-0.51,,,,B5Vn,,0.011,-0.010,,,-2,V?,,,,,,,,
1579,,BD-16  99,31414,149985,,,,,,,,4,50,38.1,-,16,54,5,4,55,6.8,-,16,44,26,215.95,-33.06,5.70,,,0.96,,,,,,gG9,,0.008,0.001,,,10,,,,,,,,,
1781,,BD-00  93,35299,132057,,,,,,,,5,18,35.4,-,0,15,14,5,23,42.3,-,0,9,35,202.68,-19.49,5.70,,,-0.21,,-0.87,,-0.19,,B1.5V,,-0.009,0.003,,,22,V?,,36,,,,,,*
2099,,BD+12  96,40369,95075,,,,,4562,,,5,53,15.6,+,12,47,55,5,58,53.2,+,12,48,31,195.49,-5.52,5.70,,,0.89,,0.63,?,,,K2III+A5V,,-0.014,0.021,D,0.006,12,V,,,,1.0,0.4,,,*
2412,Mu  Pic,CP-58  72,46860,234564,,,,W,,,,6,30,28.9,-,58,40,42,6,31,58.4,-,58,45,15,268.03,-25.40,5.70,,,-0.06,,-0.18,,,,B9Ve,t,0.004,-0.011,,,2,,,,,3.2,2.4,,,*
2423,6Nu 1CMa,BD-18 148,47138,151694,,,,,5253,A,,6,32,0.1,-,18,34,39,6,36,22.8,-,18,39,36,228.11,-11.61,5.70,,,0.85,,0.49,,,,G8III+F3IV-V,,-0.011,0.017,,,25,SB,,,,1.9,17.4,,,*
2545,,CD-31 371,50123,197263,,,,W,,,,6,46,36.5,-,31,35,22,6,50,23.3,-,31,42,22,241.64,-14.07,5.70,,,0.14,,-0.52,,,,B6Vnpe,v,-0.002,0.012,,,20,V,,270,,2.1,42.9,AB,3,*
2788,,BD-16 189,57167,152724,,,,,,,R CMa,7,14,56.6,-,16,12,27,7,19,28.1,-,16,23,42,230.67,-1.41,5.70,,,0.35,,0.04,,,,F1V,,0.157,-0.132,,0.040,-39,SBO,,98,,,,,,*
2921,,BD-14 199,60855,153118,,,,,6208,,Var,7,31,28.0,-,14,16,16,7,36,3.9,-,14,29,34,230.91,3.02,5.70,,,-0.12,,-0.71,,-0.10,,B2Ve,,-0.010,0.003,,,21,,,284,,3.8,19.6,ABxC,3,*
3088,,CP-54 142,64722,235579,,,,,,,V372 Car,7,50,6.5,-,54,6,27,7,52,29.7,-,54,22,2,267.62,-13.54,5.70,,,-0.15,,-0.89,,,,B1.5IV,,-0.003,0.004,,,18,V,,147,,,,,,*
3203,,CD-48 351,68161,219493,,,,,,,,8,6,10.6,-,48,23,24,8,9,9.6,-,48,41,4,263.92,-8.45,5.70,,,-0.12,,-0.42,,,,B8Ib-II,,0.000,-0.004,,,27,V?,,,,,,,,
3478,,BD-01 212,74794,136254,,,,,,,,8,40,58.1,-,1,41,8,8,46,2.5,-,2,2,56,228.86,24.21,5.70,,,1.10,,1.04,,,,gK0,,0.043,0.042,,,10,V?,,,,,,,,
3830,,CD-24 827,83332,177748,,,,,,,,9,32,30.3,-,24,50,57,9,37,0.2,-,25,17,48,256.84,19.71,5.70,,,1.12,,,,,,gK1,,-0.062,0.043,,,30,,,,,,,,,
3965,,CD-23 897,87427,178367,1260,,,,,,,9,59,43.8,-,23,48,5,10,4,21.0,-,24,17,8,261.00,24.68,5.70,,,0.30,,,,,,A8V,,-0.114,0.023,,,4,V,,,,,,,,
4158,,BD-11 291,91889,156095,1274,,,W,,,,10,31,33.6,-,11,41,36,10,36,32.4,-,12,13,49,258.78,38.82,5.70,,,0.52,,0.00,,,,F7V,,0.268,-0.673,,0.048,-6,,,,,5.1,14.4,,,*
4536,,BD+35 228,102713,62718,,,,,,,,11,44,30.0,+,35,29,15,11,49,41.7,+,34,55,54,178.56,74.67,5.70,,,0.46,,0.02,,,,F5IV,,-0.115,0.006,,,-7,SBO,,,,,,,,*
4541,,CP-61 267,102878,251605,,,,,,,,11,45,33.3,-,62,5,36,11,50,27.2,-,62,38,58,295.99,-0.60,5.70,,,0.26,,-0.04,,,,A2Iab,,-0.012,-0.002,,,-10,,,,,,,,,*
4673,,BD+29 227,106887,82219,,,,,8501,,,12,12,28.3,+,29,29,30,12,17,30.5,+,28,56,14,197.38,82.30,5.70,,,0.16,,0.12,,0.05,,A4m:,,-0.042,0.037,,,-7,V,,75,,4.9,8.6,,,*
4745,73    UMa,BD+56 159,108502,28394,3000,I,,,,,,12,22,49.7,+,56,15,59,12,27,35.1,+,55,42,46,129.89,61.09,5.70,,,1.55,,,,,,M2IIIb,,-0.021,-0.012,,,17,V?,,,,,,,,
4865,29    Com,BD+14 254,111397,100283,3022,,,,,,,12,43,53.5,+,14,40,7,12,48,54.2,+,14,7,21,300.20,76.98,5.70,,,0.02,,0.07,,-0.01,,A1V,,0.026,-0.019,,,-8,V?,,145,,,,,,*
5187,84    UMa,BD+55 163,120198,28885,,,,,,,CR UMa,13,42,51.7,+,54,55,57,13,46,35.7,+,54,25,58,106.38,60.89,5.70,,,-0.08,,-0.08,,,,B9pEuCr,v,-0.019,0.001,,,-2,V?,,37,,,,,,*
5225,7    Boo,BD+18 279,121107,100751,,,,,,,,13,48,26.2,+,18,25,32,13,53,12.9,+,17,55,58,3.30,73.05,5.70,,,0.84,,,,,,G5III,,-0.039,0.004,,,-10,V?,,,,,,,,
5238,86    UMa,BD+54 163,121409,28928,,,,,,,,13,50,10.2,+,54,13,13,13,53,51.0,+,53,43,43,103.76,61.01,5.70,,,-0.05,,-0.07,,,,A0V,,-0.030,-0.003,,0.012,-16,V?,,225,,,,,,
5464,,BD+44 237,128902,45145,,I,,,,,,14,34,27.1,+,44,4,24,14,38,12.5,+,43,38,31,77.43,62.89,5.70,,,1.48,,1.68,,0.82,,K2III,,-0.113,0.030,,,-49,V?,,,,,,,,
5692,,BD+21 275,136138,83755,1400,,,,,,,15,13,55.4,+,20,56,18,15,18,24.5,+,20,34,22,29.93,55.89,5.70,,,0.97,,,,,,G8IIIaBa0.3,,-0.012,-0.020,,,-8,V?,,,,,,,,
5955,,CP-72 190,143346,257357,3269,,,,,,,15,54,46.9,-,72,7,30,16,5,55.8,-,72,24,3,316.51,-14.88,5.70,,,1.17,,1.26,,,,K1IIICNII,,-0.037,0.069,,,49,,,,,,,,,
6039,10    Her,BD+23 290,145713,84240,,I,,,,,LQ Her,16,7,22.5,+,23,45,12,16,11,38.0,+,23,29,41,39.93,44.90,5.70,,,1.56,,1.56,,1.81,,M4.5IIIa,,-0.029,-0.012,,,-25,,,,,,,,,*
6440,,CP-62 555,156838,253903,3378,,,,,,,17,14,37.5,-,62,45,56,17,24,1.1,-,62,51,51,328.89,-14.75,5.70,,,-0.14,,-0.76,,,,B2IV,,-0.001,-0.008,,,4,V?,,,,,,,,*
6535,,CD-321293,159176,208977,,,,W,,,9167,17,28,10.4,-,32,30,45,17,34,42.5,-,32,34,54,355.67,0.05,5.70,,,0.04,,-0.86,,,,O7V+O7V,,0.008,-0.005,,,-4,SB2O,,161,,4.8,5.4,AB,3,*
6922,,CD-471231,170069,229064,,,,,,,,18,22,24.6,-,47,17,1,18,29,55.8,-,47,13,13,347.68,-16.14,5.70,,,1.26,,,,,,K2III,,0.013,-0.003,,,-18,,,,,,,,,
7044,,BD+31 334,173417,67293,,,,,,,,18,40,6.1,+,31,49,43,18,43,51.6,+,31,55,36,61.29,15.43,5.70,,,0.34,,0.05,,,,F1III-IV,,-0.033,-0.129,,0.026,-2,V,,,,,,,,
8013,,CD-261534,199260,189856,,,,,,,13412,20,50,50.8,-,26,40,39,20,56,47.3,-,26,17,47,19.59,-38.09,5.70,,,0.50,,-0.04,,,,F7V,,0.093,-0.065,,0.039,-16,,,,,,,,,
8195,19    Aqr,BD-10 566,203875,145382,,,,,,,,21,19,50.6,-,10,10,28,21,25,13.1,-,9,44,55,42.40,-38.50,5.70,,,0.20,,,,,,F0IV,,0.024,-0.171,,0.007,-21,,,,,,,,,
8419,23    Peg,BD+28 428,209833,90217,3768,,,,,,,22,1,2.7,+,28,28,41,22,5,34.7,+,28,57,50,84.49,-21.27,5.70,,,-0.06,,-0.21,,,,B9Vn,,0.031,-0.012,,,-12,SB,,360,,,,,,
8722,Tau3Gru,CD-481436,216823,231364,3832,,,,,,,22,50,58.1,-,48,30,11,22,56,47.8,-,47,58,9,342.17,-59.49,5.70,,,0.22,,0.19,,0.12,,Am,,-0.028,-0.001,,,6,,,,,,,,,
8805,5    And,BD+48 394,218470,52713,1604,,,,,,,23,3,12.7,+,48,45,4,23,7,45.4,+,49,17,45,106.09,-10.16,5.70,,,0.44,,-0.03,,,,F5V,,0.154,0.133,,0.021,-2,V?,,9,,,,,,
8822,2    Cas,BD+58 255,218753,35186,,,,,16556,,Var?,23,5,27.3,+,58,47,25,23,9,44.1,+,59,19,59,110.28,-1.02,5.70,,,0.33,,0.32,,,,A5III,,-0.003,0.009,,,-12,V?,,,,4.3,167.2,AC,8,*
505,,CP-61  13,10615,248421,2116,,,,,,,1,38,22.5,-,61,17,34,1,41,48.0,-,60,47,22,292.17,-55.27,5.71,,,1.27,,,,,,K2-3III,,0.015,-0.041,,,2,,,,,,,,,
648,19    Ari,BD+14  35,13596,92841,1057,I,,,,,748,2,7,35.9,+,14,48,41,2,13,3.3,+,15,16,47,150.40,-43.20,5.71,,,1.55,,1.94,,0.97,,M0III,,0.097,-0.023,,,23,SB,,,,,,,,*
748,,BD+36  51,16028,55684,,I,,,1964,,,2,29,28.9,+,36,52,29,2,35,38.8,+,37,18,44,144.92,-21.07,5.71,,,1.39,,,,,,K3III,,0.004,-0.009,,,-6,,,,,5.2,18.3,AB,3,
790,84    Cet,BD-01  37,16765,130055,,,,,2046,,893,2,36,6.5,-,1,7,15,2,41,13.9,-,0,41,45,172.42,-52.68,5.71,,,0.52,,-0.02,,,,F7IV,,0.214,-0.136,,0.036,8,,,,,3.6,4.0,,,*
901,Zet For,CD-25 119,18692,168209,,,,,,,,2,55,11.9,-,25,40,29,2,59,36.1,-,25,16,27,216.57,-61.27,5.71,,,0.40,,,,,,F2V,,0.180,0.087,,0.029,21,,,90,,,,,,*
997,,BD-19  65,20631,148897,,,,,2465,,,3,14,7.1,-,18,55,22,3,18,41.2,-,18,33,35,206.62,-55.15,5.71,,,0.37,,,,,,F0IV,,0.136,-0.053,,0.029,18,SB,,,,2.3,7.2,,,*
1054,Chi2For,CD-36 130,21574,194312,2244,,,,,,,3,23,40.9,-,36,1,44,3,27,33.4,-,35,40,53,237.27,-55.85,5.71,,,1.29,,,,,,K2III,,0.081,0.002,,,30,,,,,,,,,
1099,,BD+00  61,22468,111291,,,,,2644,,V711 Tau,3,31,39.3,+,0,15,41,3,36,47.3,+,0,35,16,184.91,-41.57,5.71,,,0.92,,0.46,,0.39,E,G9V,,-0.026,-0.164,,0.032,-23,SB2O,,,,2.7,6.6,,,*
1219,,CD-40 112,24744,216546,2280,,,W,,,1414,3,50,52.9,-,40,39,4,3,54,23.2,-,40,21,26,244.38,-50.23,5.71,,,0.60,,,,,,K0III+A3V,,-0.012,-0.003,,,2,SB,,,,0.0,0.1,AB,3,*
1313,,BD+57  78,26755,24514,,,,,,,,4,8,51.4,+,57,36,39,4,17,8.2,+,57,51,38,147.62,5.21,5.71,,,1.09,,,,,,K1III,,0.030,-0.034,,,-38,,,,,,,,,
1550,,BD+42 108,30823,39826,,,,,,,,4,45,43.8,+,42,25,3,4,52,47.8,+,42,35,12,162.71,-0.90,5.71,,,0.11,,0.14,,,,A3III,,-0.006,-0.001,,,-1,V,,,,,,,,
1793,,CD-39 194,35515,195807,2405,,,,,,SW Col,5,20,5.9,-,39,46,16,5,23,24.0,-,39,40,43,244.40,-33.22,5.71,,,1.62,,,,,,M1III,,0.028,0.003,,,61,,,,,,,,,*
2186,,BD-22 133,42443,171317,,,,W,,,,6,5,36.0,-,22,45,26,6,9,47.9,-,22,46,27,229.43,-18.95,5.71,,,0.44,,-0.05,,,,F6V,,0.080,0.067,D,0.019,22,V,,,,0.1,0.2,,,*
2194,Eta1Dor,CP-66  49,42525,249448,,,,,,,,6,6,2.3,-,66,1,32,6,6,9.4,-,66,2,23,275.80,-29.19,5.71,,,-0.03,,-0.07,,,,A0V,,0.017,0.027,,,18,,,,,,,,,
